ring_id,vertex_id,x,y
0,0,-1760600.947,-587222.2567
0,1,-1761057.97,-588132.9428
0,2,-1759080.638,-590732.8381
0,3,-1758607.316,-592434.0628
0,4,-1757642.89,-592695.0334
0,5,-1757628.699,-593248.5878
0,6,-1756656.849,-593970.4551
0,7,-1754276.566,-598407.842
0,8,-1754604.95,-599248.7253
0,9,-1753746.452,-600043.2698
0,10,-1753151.457,-601899.8779
0,11,-1752418.311,-601952.3215
0,12,-1751121.817,-603521.3686
0,13,-1750366.944,-605153.3513
0,14,-1751359.014,-606641.5686
0,15,-1750049.615,-607880.9762
0,16,-1749460.645,-609787.2731
0,17,-1749178.533,-612436.9745
0,18,-1748479.128,-614491.4297
0,19,-1749070.898,-617276.6894
0,20,-1747718.624,-617477.3415
0,21,-1746644.154,-619608.8801
0,22,-1746717.234,-620329.4782
0,23,-1745841.457,-621122.0817
0,24,-1745791.221,-623185.27
0,25,-1744518.732,-623505.8396
0,26,-1744753.938,-625554.6766
0,27,-1743055.309,-627375.1908
0,28,-1741655.522,-627461.7633
0,29,-1740135.029,-629042.1561
0,30,-1738497.817,-628664.1417
0,31,-1737598.568,-627059.9022
0,32,-1738292.838,-626506.9866
0,33,-1737917.079,-624511.1322
0,34,-1737383.511,-625056.6574
0,35,-1737797.465,-625716.5957
0,36,-1737369.051,-627603.5512
0,37,-1736827.815,-626304.0831
0,38,-1736259.331,-626385.2061
0,39,-1735508.656,-625429.1553
0,40,-1735224.672,-624094.182
0,41,-1734533.242,-624231.7574
0,42,-1733406.121,-623025.6378
0,43,-1733161.141,-621865.0231
0,44,-1732311.294,-622044.4231
0,45,-1732263.783,-620180.5944
0,46,-1731607.589,-621270.5304
0,47,-1730055.37,-619971.2353
0,48,-1728170.739,-620323.5739
0,49,-1727784.895,-618690.3494
0,50,-1728739.974,-618474.1109
0,51,-1729634.968,-619205.7046
0,52,-1729151.855,-618150.3966
0,53,-1727955.64,-618611.0419
0,54,-1729160.568,-617502.793
0,55,-1728847.907,-616500.7903
0,56,-1728764.269,-617865.3284
0,57,-1727642.851,-618612.7777
0,58,-1727208.842,-617909.9843
0,59,-1726728.661,-618375.7883
0,60,-1726594.758,-617141.9908
0,61,-1725728.619,-617386.9032
0,62,-1726169.683,-616671.2525
0,63,-1725699.961,-615943.2802
0,64,-1725845.13,-614172.4743
0,65,-1726328.219,-616263.2458
0,66,-1727052.392,-616704.9638
0,67,-1726280.731,-614315.7315
0,68,-1726220.199,-610793.35
0,69,-1726789.013,-607159.8582
0,70,-1727728.516,-604320.7295
0,71,-1729115.535,-601715.2795
0,72,-1730478.923,-601394.1342
0,73,-1731603.626,-599489.5669
0,74,-1733987.443,-598595.605
0,75,-1735830.727,-599176.4991
0,76,-1738281.389,-597540.5154
0,77,-1740670.516,-594117.7675
0,78,-1742969.646,-589154.7941
0,79,-1743445.04,-586113.1485
0,80,-1745978.204,-582656.6525
0,81,-1748493.175,-577316.7752
0,82,-1749429.639,-576669.5943
0,83,-1749631.091,-575749.0482
0,84,-1750930.052,-574969.5158
0,85,-1751835.552,-574997.2929
0,86,-1754496.833,-574300.6088
0,87,-1756110.348,-574485.7409
0,88,-1758796.296,-573140.1496
0,89,-1759964.321,-574030.0758
0,90,-1759625.019,-575705.83
0,91,-1761708.41,-574999.7743
0,92,-1762660.309,-576472.1774
0,93,-1762818.293,-578717.4497
0,94,-1761274.731,-580141.0218
0,95,-1760609.819,-581250.9316
0,96,-1760762.168,-582656.8354
0,97,-1760468.533,-583675.7231
0,98,-1760940.555,-584913.7603
Target vertices: 99
Total signed area in input: 9.432032e+08
Total signed area in output: 9.432032e+08
Total areal displacement: 7.948568e+06
Running time: 127.81 ms
Peak memory: 18.93 MB
