ring_id,vertex_id,x,y
0,0,1901999.49,713866.7417
0,1,1901794.611,713632.2315
0,2,1901181.565,714893.2607
0,3,1901651.481,715657.2117
0,4,1901576.598,716404.8577
0,5,1901287.865,716364.5472
0,6,1901401.331,717730.8419
0,7,1901095.351,717966.7402
0,8,1901484.445,718309.8455
0,9,1900634.259,718708.6557
0,10,1899684.639,718620.4923
0,11,1899767.377,719000.4047
0,12,1899059.837,719218.4188
0,13,1898771.169,720468.6476
0,14,1898628.811,720140.7856
0,15,1898975.155,718711.5389
0,16,1898378.524,718893.3215
0,17,1897996.235,717733.7569
0,18,1897517.156,718007.5674
0,19,1896806.711,717862.7359
0,20,1896939.578,718619.0683
0,21,1896243.544,718202.3767
0,22,1896285.414,717747.4691
0,23,1895477.925,717941.0503
0,24,1894672.985,717827.262
0,25,1894812.921,718273.2327
0,26,1893699.375,718567.7157
0,27,1892626.746,720114.7281
0,28,1891845.577,721723.6577
0,29,1891944.397,720582.8959
0,30,1894413.923,717313.4546
0,31,1894360.82,715946.7725
0,32,1893476.711,714248.9268
0,33,1893589.502,713334.1126
0,34,1894080.238,713370.5262
0,35,1893765.446,712566.8838
0,36,1893978.908,711516.581
0,37,1894459.127,710941.5604
0,38,1894062.686,710586.2894
0,39,1894516.467,710720.8528
0,40,1895138.385,709339.8166
0,41,1897145.402,708406.3435
0,42,1899577.564,707889.444
0,43,1900600.582,708363.257
0,44,1900922.397,707756.2417
0,45,1901240.032,707704.5988
0,46,1901726.551,707013.2954
0,47,1902278.259,707161.8322
0,48,1901862.224,706495.3028
0,49,1902472.276,706028.575
0,50,1902182.432,705440.5531
0,51,1903147.614,704575.8262
0,52,1903855.482,704968.945
0,53,1904474.649,704335.462
0,54,1904228.696,703850.564
0,55,1904070.966,704224.7214
0,56,1903402.442,703310.097
0,57,1902463.09,703598.5314
0,58,1903336.948,702776.3516
0,59,1903993.342,703679.6017
0,60,1904765.679,702067.5434
0,61,1905820.93,702376.2634
0,62,1905757.327,702728.3326
0,63,1906489.205,703725.7526
0,64,1906060.033,704028.8987
0,65,1905840.905,704911.0586
0,66,1905881.388,706308.8636
0,67,1906250.549,707559.1614
0,68,1905573.546,710315.1875
0,69,1905833.016,711557.9077
0,70,1905769.329,712332.9698
0,71,1906937.109,712537.9276
0,72,1906625.834,711915.8765
0,73,1907037.222,711795.218
0,74,1907939.86,710503.7187
0,75,1907907.926,711863.773
0,76,1907366.16,712609.9074
0,77,1906794.464,712795.0133
0,78,1906163.318,713835.3718
0,79,1905814.398,715930.9712
0,80,1904710.467,716393.038
0,81,1905123.908,717482.1625
0,82,1905644.595,717558.7432
0,83,1904976.251,717960.3492
0,84,1904392.135,718898.4968
0,85,1903675.705,717426.5958
0,86,1903300.381,717822.5241
0,87,1902875.867,716824.1915
0,88,1902775.356,717690.7381
0,89,1902494.721,717624.0961
0,90,1902788.131,716818.4276
0,91,1902599.734,716230.8031
0,92,1902835.747,714111.844
0,93,1903582.055,712966.8386
0,94,1903662.297,713736.8286
0,95,1904263.356,713005.159
0,96,1904096.125,712214.8761
0,97,1904618.163,711553.5086
0,98,1902625.028,712314.7174
Target vertices: 99
Total signed area in input: 1.277306e+08
Total signed area in output: 1.277306e+08
Total areal displacement: 4.637585e+06
Running time: 168.53 ms
Peak memory: 17.00 MB
