ring_id,vertex_id,x,y
0,0,99.9971585,0.7688149884
0,1,99.99353686,1.145538537
0,2,99.98660082,1.655999285
0,3,99.97588753,2.203666031
0,4,99.96088044,2.808649769
0,5,99.94457779,3.334492233
0,6,99.93133131,3.706158613
0,7,99.91697737,4.078218337
0,8,99.90056028,4.459515316
0,9,99.88164987,4.867278261
0,10,99.86008219,5.290252217
0,11,99.83942768,5.66642313
0,12,99.81196961,6.134425366
0,13,99.77741852,6.669814508
0,14,99.7478869,7.099051168
0,15,99.70292846,7.706656672
0,16,99.65878252,8.25740775
0,17,99.60515631,8.881579436
0,18,99.54998658,9.478101223
0,19,99.51386867,9.848681772
0,20,99.46856191,10.29854537
0,21,99.40612502,10.8853314
0,22,99.33930931,11.47762411
0,23,99.26818986,12.07860149
0,24,99.2031295,12.60065727
0,25,99.13134257,13.15445497
0,26,99.06148371,13.66902034
0,27,98.99062452,14.17458756
0,28,98.91135516,14.71659096
0,29,98.83754846,15.20458892
0,30,98.77142661,15.62771065
0,31,98.69957144,16.07588462
0,32,98.62936876,16.50058552
0,33,98.55258337,16.95367911
0,34,98.44709078,17.55710352
0,35,98.34725978,18.10624657
0,36,98.27836388,18.47663325
0,37,98.19185195,18.93143504
0,38,98.10632351,19.36927874
0,39,98.03240363,19.74006836
0,40,97.95749535,20.10842547
0,41,97.881508,20.47515062
0,42,97.79274697,20.89540728
0,43,97.69707743,21.33777716
0,44,97.60445451,21.75793942
0,45,97.51233154,22.16681433
0,46,97.42781241,22.53532874
0,47,97.34242703,22.90140522
0,48,97.25513173,23.26927208
0,49,97.15857009,23.66959592
0,50,97.0582657,24.07695263
0,51,96.94477716,24.53100013
0,52,96.81024884,25.05613599
0,53,96.67006874,25.59218223
0,54,96.5341812,26.09931645
0,55,96.38980967,26.62853735
0,56,96.23912571,27.16718528
0,57,96.13798513,27.52285449
0,58,96.01253164,27.95770179
0,59,95.86528825,28.4589653
0,60,95.69100913,29.03902547
0,61,95.5793655,29.40398125
0,62,95.45411997,29.80850891
0,63,95.33943273,30.17307195
0,64,95.19984715,30.61091353
0,65,95.06231105,31.03508802
0,66,94.94430671,31.39428426
0,67,94.8256123,31.75095154
0,68,94.70650275,32.10450625
0,69,94.58593267,32.45807576
0,70,94.45939484,32.82440649
0,71,94.34573275,33.14969657
0,72,94.19482647,33.57639161
0,73,94.04965271,33.98064488
0,74,93.92172232,34.33263388
0,75,93.76546633,34.75739818
0,76,93.6152252,35.15979254
0,77,93.48288244,35.51014449
0,78,93.33593979,35.89484444
0,79,93.12412199,36.44117872
0,80,92.94251223,36.90139893
0,81,92.79697936,37.26580636
0,82,92.58508866,37.78973158
0,83,92.40608997,38.22482174
0,84,92.2617392,38.57189586
0,85,92.11664268,38.91716259
0,86,91.9135223,39.3949378
0,87,91.75054963,39.77239284
0,88,91.60213383,40.11338131
0,89,91.43485779,40.49309367
0,90,91.27520982,40.85163084
0,91,91.06744925,41.31314004
0,92,90.86638678,41.75312653
0,93,90.66350933,42.19231006
0,94,90.42298924,42.70483215
0,95,90.23849396,43.09352243
0,96,90.02446406,43.53890182
0,97,89.79517996,44.01013407
0,98,89.52676271,44.55326012
0,99,89.30273596,45.00072028
0,100,89.09411662,45.41209151
0,101,88.89798604,45.79503845
0,102,88.70519956,46.1671965
0,103,88.48690499,46.58465891
0,104,88.2200931,47.08753794
0,105,88.0442151,47.41556559
0,106,87.83947293,47.79397935
0,107,87.60216457,48.22759535
0,108,87.393387,48.60470461
0,109,87.21073593,48.93165857
0,110,87.02578475,49.2598779
0,111,86.81643002,49.62803499
0,112,86.571638,50.05393482
0,113,86.23914051,50.62507984
0,114,85.90697389,51.18647048
0,115,85.61562787,51.67188759
0,116,85.41223067,52.00744825
0,117,85.19579666,52.3613456
0,118,84.90568022,52.83073256
0,119,84.63035554,53.27033127
0,120,84.42332082,53.59777828
0,121,84.23813797,53.88836408
0,122,83.99346438,54.26911964
0,123,83.75951347,54.62934473
0,124,83.55432346,54.94264922
0,125,83.3049758,55.320162
0,126,82.98401809,55.80072861
0,127,82.64890149,56.2956179
0,128,82.41629937,56.63544181
0,129,82.17193497,56.98956546
0,130,81.88924345,57.39505202
0,131,81.64101017,57.7474403
0,132,81.42415597,58.0527906
0,133,81.16075768,58.42063615
0,134,80.85515095,58.84309797
0,135,80.49664942,59.33234278
0,136,80.15013757,59.79987436
0,137,79.77218684,60.30301057
0,138,79.46867076,60.70215845
0,139,79.14933352,61.11825759
0,140,78.87025951,61.47765315
0,141,78.59128689,61.83404427
0,142,78.32489665,62.17098976
0,143,78.09150047,62.46388737
0,144,77.85847365,62.7541165
0,145,77.537243,63.15086692
0,146,77.2304815,63.52540106
0,147,76.98055142,63.82800619
0,148,76.74009109,64.1169313
0,149,76.43762718,64.47752869
0,150,76.07108366,64.90924679
0,151,75.73550197,65.30076757
0,152,75.41202183,65.6739255
0,153,75.01825312,66.12359845
0,154,74.63477043,66.55591904
0,155,74.33281937,66.89283696
0,156,74.07939002,67.1734057
0,157,73.82635064,67.45138712
0,158,73.57322307,67.72741136
0,159,73.281642,68.04293053
0,160,72.91882087,68.43174511
0,161,72.55966031,68.81218933
0,162,72.18653156,69.2037743
0,163,71.8424092,69.56080617
0,164,71.54983993,69.86148435
